B_C,H_C
24999,59529
25008,39818
25023,84215
25029,26998
25038,52342
25043,23346
25049,64820
25053,65482
25055,1828
25058,21724
25060,61272
25079,713
25080,34914
25090,27839
25110,33723
25118,53848
25136,9733
25146,74575
25163,37112
25164,28086
25178,84848
25189,79394
25190,13484
25196,94116
25200,32421
25221,14300
25224,96682
25227,10200
25232,29324
25262,8656
25268,27151
25275,95171
25279,29666
25303,43897
25306,47267
25310,10313
25356,93201
25372,27522
25373,48624
25390,61306
25400,24200
25410,14708
25411,53913
25414,87050
25422,22097
25429,38368
25453,55197
25462,13312
25468,18465
25493,77100
25503,70669
25524,86039
25528,81240
25532,90251
25539,99079
25560,66318
25569,24086
25587,76917
25599,13514
25612,18029
25623,97312
25629,77739
25650,18920
25669,86888
25672,3137
25679,51745
25690,81265
25702,22754
25703,31088
25724,56958
25729,50698
25731,75750
25733,71032
25740,70474
25762,28771
25764,40040
25771,21026
25795,37491
25807,4421
25811,15854
25815,86055
25822,18028
25840,26291
25843,98996
25853,35632
25900,50432
25933,30942
25943,78587
25948,89333
25971,9273
25972,28664
25974,3975
25975,92343
25981,8762
26047,46462
26049,6428
26053,49925
26062,78512
26087,88999
26108,67531
26109,54474
26116,44779
26133,11307
26135,35342
26143,76399
26157,491
26166,17807
26181,11058
26184,79234
26188,7493
26198,33850
26204,1513
26224,58382
26231,33054
26240,24351
26254,88938
26256,95313
26262,50672
26265,12207
26275,53376
26278,63649
26292,42126
26293,12678
26296,76077
26302,37054
26303,30838
26308,52089
26327,71521
26329,33963
26342,59080
26352,85338
26374,35701
26391,59431
26417,44041
26420,21790
26428,285
26434,1153
26451,59596
26467,82034
26469,2464
26475,51686
26483,6229
26487,91416
26488,62566
26494,19135
26506,55062
26509,61062
26510,68878
26522,97264
26534,69536
26540,67950
26542,28454
26591,71107
26613,93069
26614,50776
26621,27757
26633,28911
26656,24938
26664,72080
26670,59687
26677,52465
26681,38491
26694,60231
26697,25773
26704,32147
26722,7587
26726,24291
26744,21211
26771,65731
26774,2249
26778,49303
26783,73631
26792,16832
26805,33729
26811,28446
26822,43295
26847,88397
26856,68432
26872,93444
26886,29252
26890,9938
26891,42137
26894,35886
26902,53332
26907,68696
26929,31049
26931,75832
26932,39843
26935,64241
26947,81585
26963,98232
26968,32009
26972,99011
26981,2182
26983,58593
26990,21152
27018,1269
27031,75033
27038,79572
27056,65800
27091,82647
27094,38996
27095,16648
27104,43419
27106,90643
27119,2077
27125,97963
27141,39430
27142,45630
27159,65692
27167,57568
27172,20954
27194,47288
27196,80043
27197,84323
27198,96855
27208,42971
27209,68603
27220,34351
27223,72119
27226,91117
27234,61380
27238,60871
27240,20392
27252,9818
27253,46479
27259,13322
27266,76913
27273,10048
27274,12048
27294,72420
27323,56887
27331,83080
27336,92604
27348,59932
27356,29275
27370,90648
27378,95441
27385,21002
27390,15203
27398,26684
27401,92113
27404,56920
27456,41917
27462,12148
27472,3932
27476,73281
27482,15265
27485,62796
27490,97063
27500,85668
27510,44579
27544,8096
27557,84872
27569,6077
27585,85083
27591,28557
27594,30022
27600,42315
27609,90776
27632,1962
27642,13584
27643,15183
27658,39336
27667,53362
27676,32021
27685,58927
27692,42240
27695,22649
27698,15787
27702,76275
27704,11748
27711,74981
27714,35768
27719,8385
27725,53873
27735,53996
27740,61248
27746,27810
27757,36186
27768,44637
27773,81248
27780,4938
27796,71689
27814,60573
27827,3578
27838,9910
27842,33519
27844,50194
27846,12668
27859,33916
27864,99840
27867,37766
27896,12582
27909,68710
27912,25739
27925,32567
27927,95536
27938,21810
27947,72175
27996,51514
28004,36786
28006,24727
28015,94629
28020,77502
28021,25450
28032,34618
28041,15592
28053,79193
28061,99091
28063,19622
28065,11003
28074,57722
28082,37079
28095,39943
28099,86250
28104,82983
28110,92386
28113,4731
28131,40244
28133,37976
28139,38467
28166,39275
28183,89423
28187,84866
28190,61180
28196,69594
28211,67439
28213,18404
28220,2774
28222,29711
28250,10238
28251,21218
28262,69640
28294,44148
28304,59476
28312,46783
28316,27815
28318,48685
28320,18863
28332,51748
28334,54148
28350,52429
28351,51176
28353,50662
28358,18108
28366,6554
28367,66298
28381,82285
28397,3259
28410,35966
28420,94465
28423,20851
28448,20861
28452,77628
28458,68050
28484,56999
28487,98737
28489,81770
28493,50381
28497,65536
28500,48433
28502,503
28505,93993
28512,56366
28513,68922
28514,77524
28518,44684
28542,11267
28564,79661
28574,91801
28579,46221
28589,30934
28608,67224
28615,52376
28616,27897
28623,81476
28636,89029
28646,53347
28656,24748
28658,98178
28662,96644
28665,36810
28673,77154
28674,81396
28677,28758
28754,14015
28756,23580
28767,49229
28769,70959
28789,59451
28807,1194
28814,30800
28832,62983
28835,87471
28860,84280
28865,4020
28886,90285
28889,89863
28921,50206
28933,43307
28936,32452
28946,86618
28969,83189
28983,16266
28984,71018
28988,18717
28997,15234
28998,27900
29001,4489
29004,41273
29020,95554
29025,65427
29037,56551
29066,56778
29122,35729
29143,38998
29152,83414
29163,8711
29189,14065
29203,17669
29204,28381
29217,92943
29237,41466
29252,51989
29258,66565
29261,39585
29289,15051
29301,99288
29318,34366
29334,23216
29353,6942
29354,36166
29366,99899
29367,84274
29369,7049
29373,92442
29381,87115
29383,90775
29397,88014
29422,48281
29425,98106
29437,44149
29448,62213
29451,21073
29457,90398
29459,56445
29460,13039
29483,85806
29492,84468
29496,25948
29500,12784
29509,86681
29512,65102
29524,15147
29525,1334
29560,8678
29561,49031
29578,44275
29582,27758
29631,17689
29648,89439
29667,80687
29679,47416
29690,50321
29701,40248
29711,1668
29713,35364
29728,33655
29732,50681
29736,2498
29746,99082
29747,99802
29748,27
29754,13547
29766,3584
29769,95750
29771,31855
29793,58644
29811,61396
29814,99401
29818,9958
29824,25655
29827,6906
29828,9162
29838,66838
29842,45826
29846,89808
29847,77643
29855,74709
29869,24530
29890,73154
29903,40324
29914,14620
29943,51985
29948,68638
29951,93990
29952,73208
29958,57510
29969,4073
29976,88886
29982,63880
29991,15559
29998,20999
30003,8641
30006,24162
30023,70631
30027,90218
30036,61333
30037,31973
30069,40369
30073,39121
30084,88648
30093,91535
30096,82359
30101,91402
30122,84511
30142,16934
30143,68819
30158,15098
30169,25644
30177,80392
30191,87990
30196,30230
30198,74919
30238,96698
30239,50754
30240,47274
30247,49107
30250,11194
30289,14945
30307,82698
30337,88264
30341,37931
30348,90683
30354,65374
30366,6450
30372,58147
30414,10292
30425,64008
30466,95866
30476,2414
30485,89106
30510,79297
30512,42970
30526,99081
30530,48708
30538,70419
30539,9056
30542,705
30549,23854
30550,43257
30551,67179
30559,60040
30577,83839
30582,33583
30608,17003
30620,41861
30658,20961
30662,91072
30682,71725
30683,20760
30697,84471
30699,54757
30710,87532
30719,74338
30726,63022
30731,12228
30736,56964
30760,80018
30768,63286
30773,10226
30790,88904
30809,85157
30812,73688
30817,15671
30823,83139
30833,11479
30845,4223
30876,58301
30886,15
30888,14460
30889,12563
30890,32761
30897,37236
30910,53231
30914,12940
30916,15587
30931,16566
30932,8047
30941,9515
30942,48025
30947,66878
30949,73802
30961,40701
30962,44118
30971,96527
30973,49058
30975,76109
30977,77514
30983,60343
30985,59128
30987,26278
30999,81378
31017,49309
31019,46055
31026,44229
31032,12685
31038,70245
31049,93135
31068,70353
31075,87408
31085,72324
31086,70085
31095,12885
31096,35503
31115,43392
31117,20279
31123,42020
31141,93388
31172,44662
31188,53103
31203,77681
31243,61865
31278,571
31282,11377
31295,34785
31300,37019
31317,61615
31319,4891
31337,75284
31349,57475
31355,67788
31371,14944
31377,2874
31403,20437
31421,78794
31425,89495
31448,73871
31456,29944
31459,48299
31463,77470
31473,6978
31480,46570
31494,14695
31523,66069
31532,43422
31541,80733
31542,83580
31570,15553
31590,29852
31630,56779
31634,51560
31639,47256
31649,75211
31658,41558
31665,55481
31666,66082
31684,79079
31695,82869
31701,75342
31715,58813
31740,67220
31763,75885
31766,3451
31768,61829
31776,52305
31779,46588
31780,25532
31823,92868
31847,19706
31864,21116
31883,62532
31885,84779
31887,32269
31891,94186
31895,58134
31899,51764
31909,55598
31911,62071
31921,53502
31934,74426
31936,38331
31954,32450
31973,49391
31976,68069
32016,56743
32024,35349
32029,92859
32041,84993
32048,60229
32065,7668
32077,66493
32100,13989
32117,5174
32119,19920
32122,64542
32135,10418
32138,38617
32158,1147
32159,16348
32161,6210
32172,31195
32181,12143
32185,70465
32192,20806
32197,54463
32199,33250
32215,51168
32228,7095
32240,31759
32254,94497
32257,49652
32271,52599
32280,63690
32282,88561
32289,35161
32294,58807
32300,11367
32307,75570
32319,37350
32346,47093
32353,10717
32365,14655
32372,56229
32379,18079
32393,15442
32412,57776
32430,2327
32433,86761
32455,51452
32461,33
32466,37065
32495,92030
32507,76690
32508,36234
32522,49917
32542,59352
32567,54156
32575,69123
32580,40221
32587,63115
32591,62849
32594,22623
32603,87022
32607,88460
32608,71218
32634,20240
32643,56603
32656,46411
32665,69549
32667,17655
32679,21780
32685,91439
32688,59794
32692,35130
32731,34597
32738,95300
32744,82749
32750,81341
32758,90807
32767,48597
32784,50863
32788,64954
32799,67877
32814,53770
32817,29952
32831,44577
32837,30196
32841,74495
32859,30213
32873,94360
32899,88238
32902,55348
32907,98473
32908,6947
32913,2968
32914,50784
32931,54839
32943,20487
32951,57165
32959,52500
32964,57062
32994,11502
33004,63657
33011,46305
33027,20220
33039,78668
33049,39872
33051,77013
33062,97296
33067,40103
33083,98138
33086,89181
33090,68716
33097,58700
33099,37395
33117,21391
33129,52384
33144,69451
33149,72040
33154,85730
33182,20870
33186,87148
33188,40815
33198,13610
33205,5879
33209,42679
33216,11135
33229,80825
33232,43540
33241,91174
33247,43845
33250,16821
33252,81711
33262,11952
33263,12122
33271,79165
33296,98955
33299,31034
33304,67732
33310,94287
33316,67044
33331,36533
33338,6756
33343,47897
33348,44159
33365,66965
33381,10049
33383,71437
33388,54794
33395,92384
33396,87209
33401,13860
33425,44897
33430,13254
33432,99070
33455,52393
33456,22086
33458,9625
33460,62234
33471,94381
33491,74507
33498,22152
33520,85546
33533,87194
33540,89909
33545,63700
33547,99073
33554,88827
33560,47991
33565,88981
33575,43144
33590,65188
33615,72815
33618,86189
33629,96612
33640,9653
33644,15541
33649,56664
33660,19476
33670,86304
33674,25375
33689,69788
33700,85997
33702,44617
33710,92435
33713,61418
33728,32878
33730,48899
33731,63163
33733,55048
33748,60605
33757,65879
33771,67572
33779,72972
33784,64461
33812,49386
33885,33836
33894,56552
33897,85276
33905,86570
33907,24400
33919,50819
33922,76005
33928,49243
33930,73187
33939,10936
33944,17744
33949,33055
33954,24441
33965,85868
33981,76570
33988,52652
33996,5355
34003,77273
34013,61806
34022,36283
34024,58866
34026,75669
34027,6964
34048,87608
34055,31764
34075,89123
34097,84067
34098,37956
34113,56520
34126,37729
34135,2745
34150,89907
34154,1916
34159,6224
34181,12513
34185,8900
34188,96001
34206,67772
34209,72513
34214,36305
34216,77926
34231,3789
34233,38805
34237,9446
34250,83391
34253,18448
34260,38419
34288,6456
34296,61117
34306,38533
34341,54351
34347,23141
34357,54291
34377,39921
34381,65836
34390,88105
34391,91867
34415,38016
34419,76022
34429,24076
34454,70409
34457,97797
34464,20053
34473,70713
34493,5084
34495,22380
34507,99771
34512,65113
34519,55480
34526,98727
34532,89381
34533,68484
34544,37613
34545,82332
34548,38604
34553,31791
34556,7716
34585,46390
34586,33139
34592,74149
34609,84293
34613,46276
34616,19601
34624,64382
34630,96488
34643,91174
34645,61899
34661,47249
34692,89948
34693,60481
34709,73864
34719,46645
34729,35937
34732,84307
34749,2214
34751,19311
34755,30920
34772,14153
34779,53866
34786,4288
34811,19265
34837,65570
34852,23047
34857,24021
34869,31991
34872,11683
34884,69779
34923,57679
34946,71314
34957,43647
34971,4168
34973,32276
34982,44857
34985,46661
34989,28293
34991,42771
34995,6035
34996,60426
35000,65107
35014,48743
35027,47920
35048,60383
35068,59461
35071,21725
35080,97479
35094,96500
35108,62587
35124,90602
35136,438
35139,8881
35141,10350
35154,79669
35159,43512
35171,97178
35172,69512
35193,77151
35204,4781
35208,6612
35210,43214
35213,14940
35226,90556
35239,59823
35243,7575
35244,94776
35252,17812
35266,98907
35272,8640
35305,57456
35327,78392
35339,46509
35347,36173
35387,76980
35391,93405
35393,14932
35420,79941
35422,35785
35425,5486
35426,26380
35429,38010
35440,69890
35461,12669
35470,26815
35478,41195
35481,92007
35490,88256
35496,45869
35505,85988
35510,48833
35521,71809
35549,30496
35551,89646
35555,10254
35563,20120
35571,87577
35582,43096
35593,35998
35601,11978
35617,25186
35622,41376
35632,37424
35644,19563
35660,23008
35671,47627
35694,44018
35702,99332
35712,24104
35715,81917
35721,94247
35732,64004
35742,20404
35757,33353
35761,12329
35766,13437
35779,32775
35786,95787
35801,52915
35818,64820
35822,1768
35846,82212
35853,68614
35855,98155
35872,13237
35876,38199
35883,37383
35890,53361
35893,6035
35901,81673
35910,82924
35925,79491
35950,32239
35959,38468
35961,42960
35965,98969
35966,19325
35975,69120
35984,11540
35988,71024
35992,14160
35994,18944
36007,31485
36008,38721
36017,4
36019,14071
36027,89464
36040,46527
36052,84916
36062,85425
36079,23824
36081,33067
36088,46595
36130,98263
36133,10907
36149,2450
36155,99707
36157,47956
36159,42317
36166,59556
36182,31146
36185,60164
36193,60741
36198,38367
36217,41827
36239,45954
36260,84569
36281,65739
36289,36333
36293,29964
36305,49519
36313,90191
36315,3910
36325,97713
36334,96110
36354,48326
36374,40559
36380,35521
36416,79150
36448,98753
36459,30761
36487,12021
36501,38246
36514,92517
36531,26587
36534,40199
36536,64624
36549,34899
36555,55025
36574,42981
36578,32875
36606,1634
36608,92130
36613,47641
36622,1752
36636,60139
36653,97208
36669,77150
36672,4112
36681,65826
36699,63613
36713,68117
36746,79496
36749,49156
36772,10378
36786,37678
36788,63443
36798,8403
36805,88683
36807,41146
36824,86952
36831,13361
36835,86689
36837,8287
36839,31117
36847,54872
36854,88598
36856,42738
36868,87469
36870,15751
36871,7348
36903,862
36930,87859
36931,84267
36946,58730
36947,82840
36959,20466
36967,29075
36971,89454
36982,38349
36991,76415
37007,77367
37009,38326
37012,28174
37030,37848
37035,34388
37041,21159
37047,79389
37048,22646
37051,53597
37060,82127
37098,63165
37107,29821
37110,89284
37113,65944
37175,7190
37178,77945
37182,6509
37201,94360
37213,4406
37221,48843
37223,70043
37225,9243
37239,45720
37252,33523
37253,42579
37264,60937
37267,95059
37275,79674
37285,41022
37287,15774
37298,66151
37302,87809
37319,13568
37323,50692
37330,72871
37334,74638
37342,5179
37343,49876
37345,87260
37354,15194
37374,74649
37385,64619
37386,27145
37388,30050
37395,78109
37407,30943
37408,36867
37409,46129
37424,71097
37432,21354
37434,75497
37450,45581
37453,30474
37454,7115
37496,82136
37512,7774
37515,30033
37520,89387
37524,28770
37525,76050
37543,42397
37547,50148
37563,81756
37566,4930
37571,33755
37576,86716
37582,97510
37583,89861
37600,13458
37604,77745
37623,47371
37639,62014
37641,33355
37642,56912
37665,26391
37669,94756
37675,97
37676,34832
37689,78224
37697,39805
37698,3416
37700,76359
37703,85088
37712,59966
37725,87758
37736,80218
37748,38976
37756,61102
37760,14274
37765,92734
37775,52101
37785,93949
37789,97410
37791,86910
37808,58648
37839,13989
37845,62893
37846,28489
37851,15784
37853,87121
37873,63479
37880,9
37896,61446
37916,47919
37917,64646
37921,40863
37923,39466
37929,59722
37936,77794
37942,1573
37962,41805
37966,7007
38004,59756
38005,68838
38016,56708
38018,66261
38022,34043
38024,661
38031,78245
38032,67325
38034,91794
38035,86214
38039,34623
38040,56652
38045,89573
38052,47564
38058,74493
38064,18615
38069,90178
38074,14145
38082,19586
38084,19413
38167,31900
38173,79860
38176,60440
38213,49741
38223,26385
38232,67396
38251,89583
38254,25405
38271,32650
38276,45190
38280,46885
38283,93604
38298,56950
38315,93595
38324,79977
38328,80693
38352,32119
38354,49182
38376,16497
38383,81864
38384,70960
38400,91487
38406,92633
38414,91811
38424,64520
38456,45400
38474,47195
38477,11278
38485,45044
38488,90677
38491,14464
38493,25691
38499,51997
38517,70244
38532,44499
38592,97867
38603,30396
38604,54994
38621,13368
38622,85469
38647,21835
38684,22501
38705,56217
38716,59507
38720,24168
38731,11539
38739,40842
38740,63277
38754,83851
38782,55480
38797,41429
38846,59378
38860,49556
38877,78685
38892,38239
38925,46825
38938,62360
38950,60103
38959,93681
38992,13463
39013,25622
39017,4611
39020,31779
39024,89743
39031,74381
39039,28072
39041,48195
39045,14466
39053,33139
39056,92751
39074,42054
39075,12379
39077,45408
39090,11630
39095,12810
39101,97800
39107,74677
39113,61042
39144,89246
39162,90859
39164,39990
39177,34817
39186,39363
39213,35981
39216,20825
39229,31853
39234,18013
39239,55925
39254,37238
39258,95559
39267,63057
39274,64878
39276,55665
39283,22997
39284,98197
39296,68170
39319,50970
39361,21788
39368,42016
39383,56947
39417,22239
39418,28148
39456,26662
39472,94483
39480,35880
39482,52414
39490,44255
39495,10887
39503,56424
39511,60023
39520,94362
39525,83057
39542,92868
39566,78054
39568,74505
39571,84911
39575,32033
39585,13960
39592,40932
39623,91
39634,35046
39661,64497
39664,47585
39668,89973
39670,32494
39690,41747
39694,32883
39699,66212
39711,33861
39715,87877
39725,86236
39732,90495
39737,39194
39743,26237
39746,11600
39766,78170
39767,31879
39791,19443
39793,32545
39794,25331
39833,80322
39844,18588
39852,52541
39853,47324
39865,3686
39877,86111
39883,26050
39899,14993
39900,25226
39925,62952
39926,98547
39927,17359
39934,32066
39966,84479
39972,89575
39974,94276
39981,36283
39989,62018
39993,78997
40035,34304
40054,1921
40065,19321
40070,90623
40084,67175
40091,12419
40104,32480
40110,35224
40112,73882
40147,28647
40150,28203
40159,1341
40180,32175
40186,6658
40187,2715
40202,84359
40230,37398
40238,3551
40241,17329
40248,78345
40264,36129
40281,97518
40315,28173
40326,94154
40332,1156
40343,3112
40363,17264
40368,92889
40379,68108
40388,18419
40390,33012
40408,13676
40415,85852
40419,99565
40461,77381
40462,60685
40467,130
40488,97634
40494,68008
40528,88787
40532,71593
40547,13798
40553,10857
40559,56394
40588,3829
40606,36614
40627,16443
40638,33286
40654,79330
40656,82016
40670,72348
40674,64073
40676,26588
40679,95089
40688,21741
40694,61462
40703,62780
40706,42697
40710,45260
40715,49821
40718,3573
40727,28806
40749,88744
40750,51210
40754,39923
40793,37879
40801,70494
40813,19499
40826,94824
40837,64778
40861,64858
40876,34185
40883,61320
40924,87929
40933,67024
40949,22550
40951,53475
40959,10434
40961,73259
40973,56287
40975,22039
40990,5679
41011,4492
41014,63689
41015,6605
41019,41435
41021,86086
41033,51807
41036,60359
41058,1595
41060,33475
41064,5573
41072,90139
41076,99510
41089,41901
41103,38148
41106,7171
41121,67472
41150,81152
41159,8727
41170,29683
41171,5101
41184,41041
41188,4075
41194,77575
41223,81519
41263,93055
41273,62144
41287,96162
41289,3923
41293,44683
41300,49351
41313,37188
41321,52768
41331,73760
41385,80732
41393,80837
41396,23606
41397,56764
41403,19115
41408,9961
41414,45013
41421,69202
41424,20388
41445,44090
41447,74912
41448,64734
41457,80448
41459,45865
41467,36104
41477,3491
41479,17607
41488,27692
41501,53472
41541,1543
41542,36277
41559,90620
41563,5227
41564,3590
41567,47076
41583,62392
41586,95075
41588,87020
41594,95083
41601,70075
41602,52856
41645,70219
41648,18281
41675,28691
41683,34565
41684,22580
41693,23442
41699,5761
41703,71753
41704,51015
41715,28418
41725,86732
41739,25238
41742,21410
41759,18623
41774,99877
41783,40604
41790,71928
41801,34166
41819,17938
41827,46236
41830,26231
41837,10413
41853,40823
41863,66936
41877,31712
41887,39662
41907,54890
41920,72227
41927,83884
41928,45802
41931,97159
41963,17317
41965,16688
41966,55689
41975,59940
41977,75228
41979,83500
41996,806
42002,45541
42021,43779
42030,53208
42033,88014
42048,67075
42058,20432
42086,38496
42131,31895
42137,30114
42141,10082
42142,69048
42165,28849
42177,63610
42181,74089
42204,94804
42225,67209
42228,20026
42239,96867
42240,80494
42247,8643
42256,53077
42264,6380
42272,198
42274,13803
42290,5419
42300,5356
42303,21601
42312,4844
42318,23721
42320,2486
42326,63616
42355,93692
42374,12842
42383,59896
42425,1680
42434,98219
42435,2889
42442,38472
42449,23723
42464,26369
42471,25834
42476,97121
42480,26990
42482,9984
42501,55249
42504,86098
42505,66196
42509,62473
42510,77179
42515,43150
42532,62506
42548,25757
42563,5415
42567,28612
42572,22504
42586,57928
42588,82375
42589,19596
42611,11563
42621,82166
42633,55084
42636,60939
42637,80016
42642,15539
42661,83969
42665,39081
42691,26751
42734,34360
42746,63813
42758,80950
42763,32525
42766,56946
42771,72642
42779,24778
42780,73668
42781,37708
42803,53722
42804,31848
42823,44251
42833,98062
42837,35615
42838,53813
42845,6587
42851,51053
42858,54045
42859,147
42880,58793
42885,80198
42896,72742
42908,75130
42914,15776
42915,25820
42926,40769
42938,20633
42942,64798
42944,45874
42955,24443
42963,18103
42975,57990
42978,36697
42979,46105
42982,26362
42988,63159
42996,32664
43003,70188
43010,41832
43016,58735
43032,34534
43046,18159
43049,70182
43067,22472
43077,40891
43078,33626
43080,76587
43092,73956
43097,74062
43107,13744
43109,71299
43110,9335
43113,68270
43120,47895
43134,95170
43136,9311
43140,88164
43150,73443
43164,90117
43182,28547
43185,81400
43189,44655
43228,84133
43232,8927
43236,16262
43261,95699
43268,30633
43279,57857
43282,91960
43288,52447
43318,25312
43320,68872
43326,85921
43338,25341
43359,81370
43360,56934
43393,71711
43414,32611
43420,31168
43423,48413
43433,39934
43449,17589
43451,52830
43456,42854
43468,86360
43472,29894
43489,97869
43498,39545
43515,3974
43536,62545
43543,80416
43544,42189
43560,16311
43561,39030
43563,61649
43569,82151
43574,32967
43579,59661
43582,71634
43588,32575
43609,3097
43630,76373
43632,83978
43669,1487
43684,18785
43716,16763
43718,44289
43738,46304
43747,42226
43749,59197
43773,76283
43825,462
43847,20259
43852,53698
43873,24206
43901,7201
43903,4679
43921,31991
43925,74073
43930,48948
43932,81397
43937,88266
43961,79780
43970,18619
43974,74023
43975,25708
43980,89578
43991,16155
44013,39767
44016,73335
44020,26946
44029,68286
44030,75912
44034,15022
44051,96849
44080,79003
44085,28876
44092,45228
44102,31101
44108,51795
44109,20065
44120,38557
44123,10392
44134,6451
44139,95686
44145,7491
44153,54622
44162,87666
44172,69895
44184,13870
44189,14054
44241,88204
44243,69450
44260,14529
44264,27506
44267,92826
44273,75811
44293,74388
44302,58724
44304,35627
44306,2725
44322,69099
44355,74951
44360,2955
44363,46824
44375,94775
44377,43107
44388,16036
44392,70595
44396,45438
44399,32567
44400,40505
44434,50443
44435,38884
44466,97733
44470,39359
44474,83200
44476,70251
44483,73423
44484,48905
44487,1657
44490,39820
44492,90135
44493,8900
44494,11152
44499,47509
44508,94793
44515,89465
44518,62095
44531,45131
44536,869
44544,58262
44549,81174
44564,9124
44576,56700
44580,83759
44596,72769
44601,82511
44613,1911
44623,38779
44646,37221
44656,25483
44668,96795
44685,61634
44687,31107
44696,86169
44740,30530
44744,16197
44758,93609
44762,87397
44770,94554
44771,37262
44773,41352
44784,38807
44793,22102
44803,32016
44804,15118
44808,28145
44820,29515
44829,92476
44835,20484
44843,40058
44845,80033
44846,69740
44848,22926
44851,36507
44865,33821
44871,2463
44886,18277
44898,25566
44902,29827
44914,7111
44933,82964
44948,71816
44956,39447
44964,24697
44976,91998
44995,94083
45005,92155
45059,85349
45069,90230
45078,70726
45094,15658
45098,51292
45107,36016
45164,34815
45169,40721
45179,36093
45182,1453
45183,84302
45209,87284
45213,85072
45223,34868
45224,83524
45226,39365
45229,74327
45235,20268
45236,27642
45252,23194
45270,18344
45288,75111
45295,69677
45322,44870
45333,88297
45334,97792
45339,18874
45358,22911
45365,57961
45403,17829
45404,94819
45423,99952
45424,8446
45426,65951
45433,85837
45434,63612
45440,51231
45454,43963
45461,40257
45470,19053
45485,11219
45487,76031
45519,68472
45534,28098
45548,37708
45549,97459
45561,85907
45580,84975
45595,38708
45605,93560
45625,44783
45631,91275
45638,3307
45662,81723
45665,45229
45691,31894
45694,17315
45709,16940
45711,31725
45718,29086
45722,37928
45747,49023
45752,63187
45765,28746
45772,5160
45778,79250
45782,73661
45817,51994
45818,76120
45823,48171
45830,1166
45850,6495
45868,17905
45878,9733
45887,22639
45891,38716
45893,5578
45910,89592
45925,31458
45934,32701
45943,86797
45959,35492
45960,74829
45961,50315
45965,29488
45992,61553
46045,34911
46048,30738
46061,95544
46071,50029
46085,47680
46086,20668
46098,79018
46104,1474
46109,52735
46149,45579
46150,20411
46153,12683
46156,23982
46161,47372
46163,4213
46167,14758
46178,80402
46180,14836
46187,73523
46191,87583
46206,34168
46208,16939
46212,24716
46213,1330
46220,79005
46227,86010
46229,85875
46233,93838
46235,83486
46242,43315
46274,78761
46291,89150
46298,20404
46303,36981
46314,87254
46344,77708
46348,1162
46359,41219
46363,19030
46365,99633
46369,5769
46372,32826
46374,8065
46381,65515
46406,56312
46417,49397
46439,75865
46466,96589
46475,48947
46479,74441
46482,78197
46485,60618
46492,71795
46500,94117
46504,34907
46507,59653
46541,334
46549,26745
46557,77512
46559,86792
46586,27079
46612,5421
46617,57818
46620,68887
46631,88032
46635,95505
46646,91991
46658,299
46683,61467
46686,55600
46690,8832
46693,27352
46698,86630
46709,66438
46710,9370
46722,89189
46723,78332
46726,30424
46754,34960
46797,77495
46799,30513
46802,22943
46803,68544
46809,70353
46813,5954
46820,24550
46823,30130
46824,77248
46828,82239
46830,68311
46881,70225
46888,82474
46907,73969
46911,59170
46917,36970
46934,46774
46939,79961
46946,64702
46968,19138
46983,52559
46990,27951
46993,63743
46996,99334
46999,27664
47061,37882
47069,84015
47080,15666
47081,76917
47086,60116
47088,3753
47091,14309
47095,57218
47097,17214
47099,51089
47104,61083
47111,93693
47117,62357
47120,65076
47128,35133
47132,72658
47134,81006
47145,507
47150,70729
47164,66507
47176,12482
47203,20188
47214,17612
47219,53509
47249,31783
47265,98975
47281,44826
47289,12437
47291,97209
47302,69125
47308,1766
47312,31719
47315,93651
47322,85667
47326,8972
47327,56789
47338,27095
47350,93065
47355,36473
47383,29124
47407,99519
47411,99357
47418,84486
47423,37719
47424,15223
47443,51964
47455,72186
47457,18701
47460,74661
47540,33346
47553,92766
47555,20647
47556,39807
47563,9441
47580,77704
47599,20615
47620,63303
47640,27591
47644,69351
47649,63560
47668,91749
47673,62577
47684,2604
47688,57678
47693,97358
47694,29290
47707,41704
47708,60567
47733,90491
47735,2717
47743,51629
47753,91198
47754,98103
47769,10347
47776,74219
47783,8866
47814,72701
47818,41558
47827,96966
47844,10322
47846,8716
47862,81253
47877,54473
47906,946
47908,98553
47918,2580
47923,56441
47925,78700
47929,45046
47931,40007
47932,21083
47935,32737
47952,80528
47963,78717
47966,6010
47973,4739
47982,1345
47988,26268
47990,39850
47999,67357
48005,27441
48006,53071
48030,97062
48042,55677
48044,48508
48049,28450
48075,14519
48080,22704
48092,97531
48103,73878
48107,91761
48109,76730
48125,12418
48156,78767
48167,22872
48168,30749
48194,58405
48199,55970
48210,99806
48226,17175
48227,31091
48240,25554
48242,31829
48247,29829
48316,46788
48317,80300
48327,99082
48333,85236
48346,19647
48349,2971
48358,90121
48361,19811
48363,47476
48367,78298
48376,80708
48384,54189
48390,65561
48397,95741
48435,65043
48437,60152
48449,39745
48455,84711
48458,14907
48461,74546
48462,13636
48463,10444
48467,373
48472,33595
48480,86970
48497,92668
48498,45222
48499,69150
48502,861
48506,95535
48515,24863
48516,82042
48518,8459
48532,3286
48535,77895
48576,52022
48578,27374
48605,22582
48653,30869
48661,27606
48689,70613
48690,10670
48693,84200
48701,46295
48711,50149
48712,91189
48744,91361
48748,53457
48762,66253
48785,40428
48795,70531
48817,22046
48823,41568
48836,75440
48843,65403
